Feature,Importance
Month,0.06059454752244353
DayofMonth,0.027331029286429408
DayOfWeek,0.015713465741843874
DepTime,0.08038619459813313
UniqueCarrier,0.05218394638418639
FlightNum,0.16150382675287514
ActualElapsedTime,0.23884423376392364
DepDelay,0.13835680388083785
Origin,0.0
Dest,0.0
Distance,0.006182493298185756
Cancelled,0.0017156239851580258
Diverted,0.004057821970441783
