Feature,Importance
Month,0.03317295928311654
DayofMonth,0.024942592867671608
DayOfWeek,0.014439557740050634
DepTime,0.05128966899841783
UniqueCarrier,0.03962464576676521
FlightNum,0.08051344985763002
TailNum,0.029956697792992575
ActualElapsedTime,0.34975874848975813
AirTime,0.07979467716627048
DepDelay,0.03538198274895793
Origin,0.10936226375759635
Dest,0.0
Distance,0.0
TaxiIn,0.002718377692053507
TaxiOut,0.003001273631733748
Cancelled,0.0027749078440539045
Diverted,0.0011646907602206869
