Month,DayofMonth,DayOfWeek,DepTime,FlightNum,ActualElapsedTime,AirTime,DepDelay,Distance,TaxiIn,TaxiOut,Cancelled,Diverted,UniqueCarrier,Origin,Dest,DELAYED
0.5051872665715796,-0.873720944551372,-0.47540358200762806,1.2396683830679367,-0.2636757915894924,0.5935464395039595,0.29298847050609456,0.491771929520974,0.22933689580132735,0.5539226182034828,1.948893402021308,0.0,0.0,1.0966551573045507,-1.0534658221937054,-0.6153509925226063,1
-1.5647442882426599,-0.873720944551372,-1.4764338928028469,-1.323325345258615,-0.6431660092858381,0.1692421301702026,0.20405915773577052,0.24384460895148394,0.048409160535594194,0.977031851201355,-0.6390771512763941,0.0,0.0,-0.12320841066043012,-0.3473581530223779,-0.6153509925226063,1
-1.2690397804120543,-1.3268250565875606,1.5266570395828098,0.21612844629080127,-0.8744990871966242,-0.21263174823017852,-0.15165809334552574,-0.2874282208402805,-0.1551345416383556,-0.29229584779226175,-0.3404651643574284,0.0,0.0,0.4867233733220603,0.9765937266738612,0.7807047825271363,1
-1.5647442882426599,1.6183516716476654,-0.9759187374052375,1.8757549429678972,0.18426129185573756,-0.537931718719392,-0.5814831050687588,-0.14575546622914334,-0.3969514185800566,1.188586467700291,-0.44000249333041697,0.0,0.0,0.1817574813308151,1.7488989898300005,-1.2901112837966484,0
0.20948275874097397,1.391799615629571,1.0261418841852004,-0.826058979213043,0.38007131285887485,-0.21263174823017852,-0.25540895824423715,-0.004082711618006144,-0.3586782438123054,-0.503850464291198,0.4558334674264799,0.0,0.0,-1.3430719786254108,-0.17083123572954598,-1.4297168613016227,1
0.5051872665715796,-1.3268250565875606,1.0261418841852004,-0.8156992632537603,-0.7046815468576202,1.5411593970160162,1.7010359227028922,-0.2874282208402805,1.7237304015057964,0.5539226182034828,-0.8381518092223711,0.0,0.0,-0.12320841066043012,1.241384102613109,-0.6153509925226063,1
-0.08622174908963169,1.278523587620524,-0.47540358200762806,-1.033253298398698,-0.9004915678607575,1.8806028444830218,1.953002308885477,-0.11033727757635903,2.073408043702069,-0.503850464291198,0.3562961384534914,0.0,0.0,-0.7331401946429206,0.3587495161489496,-0.5455482037701191,1
0.8008917744021853,0.14576330753005245,-1.4764338928028469,0.9972510296207204,0.7465652902231539,-0.6086491036083516,-0.47773224017004734,-0.3936827867986334,-0.5013328043102873,-0.9269596972890701,-0.6390771512763941,0.0,0.0,-0.12320841066043012,0.07189327554809784,0.8039723787779653,0
-0.9733352725814487,0.8254194755843354,0.5256267287875909,-1.4725052550722864,-0.08086201091842177,-0.8349447352530218,-0.8482710433797309,-0.5353555414097706,-0.7849022355440806,0.13081338520561048,-0.24092783538443988,0.0,0.0,-0.7331401946429206,1.4841086138907527,-0.6386185887734352,0
-0.677630764750843,-0.194064776497089,1.0261418841852004,1.8260283063633402,2.127632429510768,-0.8915186431641895,-0.981665012535217,-0.4999373527569863,-1.0528144589183392,-0.503850464291198,0.5553707963994685,0.0,0.0,0.7916892653133055,-1.0975975515169134,2.9213236376034084,0
1.6880052978940023,-1.666653140614702,1.0261418841852004,1.384704406497895,-0.6760898181270736,-0.8773751661863975,-0.8779141476365055,-0.3582645981458491,-0.833613548884855,-0.08074123129332564,-0.24092783538443988,0.0,0.0,0.4867233733220603,0.8000668093810294,0.012874106249777908,0
-1.5647442882426599,-0.9869969725604191,1.5266570395828098,0.9765315977021549,-0.44735598828270084,-0.7076534424528949,-0.8482710433797309,0.4209355522154054,-0.6926986781490435,1.8232503171970993,-0.14139050641145134,0.0,0.0,-1.0381060866341658,0.8883302680274453,0.9668455525337687,1
1.3923007900633966,0.37231536354814676,-1.4764338928028469,-0.9047928205035919,-0.8537051026653176,-0.19848827125238663,-0.15165809334552574,-0.21659184353471192,0.011875675530013462,0.13081338520561048,-0.44000249333041697,0.0,0.0,-0.7331401946429206,-0.9431364988856854,-0.9178297437833838,0
-0.677630764750843,-0.08078874848804185,1.5266570395828098,-0.5152675004345606,-0.05400311423215073,-1.1036707978310678,-1.070594325305541,-0.2874282208402805,-0.9971443865288829,-0.29229584779226175,-0.44000249333041697,0.0,0.0,-1.0381060866341658,-0.39148988234558585,0.47822603126635876,1
1.3923007900633966,0.48559139155719394,-0.9759187374052375,-0.6830948989749411,0.4701785791612035,-0.14191436334121907,-0.19612274973068777,-0.14575546622914334,-0.09946446924889925,-0.503850464291198,0.5553707963994685,0.0,0.0,-0.12320841066043012,-0.10463364174473404,-1.2901112837966484,1
-0.38192625692023735,-0.6471688885332776,0.025111573389981386,-1.0456849575498373,-0.46468430872545635,1.4138681042158894,1.3749617758783708,-0.3228464094930648,1.3566558616878186,-0.29229584779226175,0.8539827833184341,0.0,0.0,0.4867233733220603,-0.10463364174473404,0.012874106249777908,0
0.5051872665715796,0.5988674195662411,-0.9759187374052375,0.40260333355789074,-0.7878574849828467,1.314863765371346,1.3749617758783708,-0.3582645981458491,1.5375835969535516,0.13081338520561048,-0.04185317743846279,0.0,0.0,-0.12320841066043012,1.395845155244337,-1.1970408987933323,0
-0.38192625692023735,1.1652475596114769,1.0261418841852004,0.3342292082266246,-1.0729083562661748,-0.8490882122308138,-0.7000555220958575,-0.2874282208402805,-0.7901213048305922,-0.9269596972890701,-0.8381518092223711,0.0,0.0,-1.0381060866341658,-1.0755316868553093,-0.4292102225159739,0
