UniqueCarrier,Origin,Dest,Month,DayofMonth,DayOfWeek,DepTime,FlightNum,ActualElapsedTime,DepDelay,Distance,Cancelled,Diverted,OnTime
,,,,,,,,,,,,,0.0
10.0,39.0,115.0,0.13245634707562,1.4061060418879852,1.5362855030760563,1.0094299771315158,0.4435844819299231,2.789759976764495,-0.3086438397408883,2.847448942772642,0.0,0.0,
6.0,58.0,146.0,0.7167366605984252,0.49298346514910973,0.5275953726955328,-0.8881901817912057,1.325097325021553,0.748335264059744,-0.3086438397408883,0.5401537716593149,0.0,0.0,
,,,,,,,,,,,,,1.0
3.0,47.0,59.0,-1.6203845934927956,1.0636850756109069,0.5275953726955328,-1.4638016299977645,0.42458636031156904,-0.8291292866666543,-0.3086438397408883,-0.801117899955355,0.0,0.0,
11.0,98.0,50.0,-0.15968380968578258,1.4061060418879852,0.5275953726955328,-1.5207302347654463,-1.3365395137098552,-0.9837826739927719,-0.3086438397408883,-0.8242100951624942,0.0,0.0,
,,,,,,,,,,,,,1.0
0.0,117.0,175.0,-1.0361042799699904,1.5202463639803447,0.5275953726955328,-0.10805744978964238,0.17761077927296587,-0.04039701130345512,-0.3086438397408883,-0.41239928063517806,0.0,0.0,0.0
,,,,,,,,,,,,,1.0
,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,0.0
3.0,151.0,184.0,0.13245634707562,1.7485270081650635,-0.48109475768499066,0.735329287509345,0.5784711454202371,-1.2002974162493363,-0.3086438397408883,-1.0609050960356712,0.0,0.0,
,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,0.0
3.0,72.0,55.0,0.13245634707562,-1.1049810441439225,1.0319404378857946,-0.9303595186561551,-0.472124980074744,0.8101966189901911,-0.3086438397408883,0.9115532445741374,0.0,0.0,
,,,,,,,,,,,,,0.0
2.0,52.0,99.0,0.42459650383702263,-1.6756826546057195,0.02325030750527108,-0.9071663833804329,-1.0173710705215064,0.4080978119422856,-0.5246637447230502,0.4150710476206441,0.0,0.0,
,,,,,,,,,,,,,0.0
11.0,181.0,199.0,0.42459650383702263,-0.8767003999592036,0.02325030750527108,0.9461759718340919,1.492280795263069,-0.4734264958165841,-0.3086438397408883,-0.31810615020602623,0.0,0.0,
10.0,45.0,40.0,-0.15968380968578258,-1.4474020104210008,-1.489784888065514,0.8049086933365115,-0.39233286927765687,-0.9373866577949366,-0.41665379223196924,-0.8165126967601144,0.0,0.0,
,,,,,,,,,,,,,1.0
3.0,0.0,128.0,1.3010169741212305,0.7212641093338286,0.5275953726955328,-0.21769772563851073,0.5708718967728955,-1.1384360613188893,-0.1466289110042669,-1.0936190392457852,0.0,0.0,
1.0,66.0,6.0,-1.328244436731393,-0.19185846740504692,0.02325030750527108,0.5561096058333101,-1.3023428947968179,-0.8755253028644896,-0.3086438397408883,-0.739538712736317,0.0,0.0,
,,,,,,,,,,,,,1.0
7.0,117.0,23.0,0.13245634707562,1.7485270081650635,-0.48109475768499066,0.16604323983252853,-0.4550266706182253,-0.782733270468819,-0.3086438397408883,-0.8857892823815321,0.0,0.0,
3.0,7.0,207.0,0.7167366605984252,0.9495447535185475,-0.9854398228752523,0.41905926102222474,1.5549745966036375,0.021464343626991875,-0.3086438397408883,0.2668961283748341,0.0,0.0,
2.0,116.0,25.0,-1.328244436731393,0.6071237872414692,0.02325030750527108,-1.1348808024511594,0.14911359684543474,-1.277624109912395,-0.1466289110042669,-1.1359547304588737,0.0,0.0,
3.0,72.0,110.0,-1.6203845934927956,1.1778253977032664,1.0319404378857946,0.8449695633582134,-0.7779947381302449,0.5163551830705678,-0.20063388724980738,0.8153357645443907,0.0,0.0,
0.0,44.0,55.0,0.13245634707562,0.1505624988720314,-0.48109475768499066,-1.5523572374141583,0.9090384615795983,-0.45796115708397234,-0.3086438397408883,-0.560574199880988,0.0,0.0,
10.0,58.0,166.0,-0.15968380968578258,-1.1049810441439225,0.02325030750527108,1.378411674699823,1.7468556249490137,-0.782733270468819,-0.3086438397408883,-0.8549996887720132,0.0,0.0,
,,,,,,,,,,,,,1.0
8.0,151.0,203.0,1.3010169741212305,-0.4201391115897658,-0.9854398228752523,-0.013176441843506295,-0.8349891029853072,1.7535822816795077,-0.41665379223196924,1.7351748736287698,0.0,0.0,
3.0,126.0,115.0,0.7167366605984252,-0.990840722051563,1.0319404378857946,0.1808025077352608,-0.9014825286495465,3.0062747190210595,-0.20063388724980738,3.024489106027376,0.0,0.0,
,,,,,,,,,,,,,1.0
,,,,,,,,,,,,,1.0
8.0,199.0,110.0,-0.4518239664471852,1.1778253977032664,1.5362855030760563,-0.059562712394950604,0.13011547522708064,0.5008898443379561,-0.1466289110042669,0.47472588523908715,0.0,0.0,
0.0,72.0,55.0,-1.328244436731393,0.6071237872414692,0.02325030750527108,1.167564990375076,-0.5937129584322102,1.0421766999793673,-0.3086438397408883,0.9115532445741374,0.0,0.0,
11.0,91.0,50.0,-1.328244436731393,-0.07771814531268748,0.5275953726955328,-1.3520528873056488,-1.465726740714663,-0.9373866577949366,0.23140592271451638,-0.7818744039494057,0.0,0.0,
3.0,206.0,7.0,-1.6203845934927956,-0.5342794336821253,0.5275953726955328,-1.573441905846633,0.12821566306524523,0.1915830696857211,-0.03861895851318597,-0.18532602776497567,0.0,0.0,
,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,1.0
,,,,,,,,,,,,,1.0
,,,,,,,,,,,,,0.0
11.0,49.0,121.0,1.008876817359828,1.1778253977032664,1.0319404378857946,-1.3625952215218862,-1.2795451488547929,-0.45796115708397234,-0.3086438397408883,-0.6721864767154943,0.0,0.0,
8.0,199.0,200.0,0.42459650383702263,1.5202463639803447,0.02325030750527108,-0.8839732481047108,-1.349838198842703,2.0319583788665194,0.5014308039422187,1.7794349144424533,0.0,0.0,
0.0,54.0,7.0,0.13245634707562,1.7485270081650635,-0.48109475768499066,2.0446871971660228,1.5891712155166748,-0.13318904369912563,0.28541089896005684,0.16682994914389748,0.0,0.0,
10.0,27.0,52.0,-0.4518239664471852,1.1778253977032664,1.5362855030760563,-1.1264469350781696,1.3877911263621214,-0.8291292866666543,-0.20063388724980738,-0.6721864767154943,0.0,0.0,
9.0,187.0,184.0,-0.4518239664471852,-0.19185846740504692,-0.9854398228752523,1.235035929358995,1.4998800439104105,0.4699591668727326,-0.20063388724980738,0.7787731221330869,0.0,0.0,
,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,1.0
10.0,23.0,40.0,1.008876817359828,-0.07771814531268748,-0.9854398228752523,-1.501754033176219,1.3554943196109195,0.2843751020813916,-0.3626488159864288,0.15913255074151775,0.0,0.0,
,,,,,,,,,,,,,0.0
0.0,193.0,163.0,-0.7439641232085878,0.1505624988720314,-0.48109475768499066,0.9546098392070818,0.6810610021593493,1.8154436366099547,-0.3626488159864288,1.7909810120460228,0.0,0.0,
